"CoP","CoPyear","CoPcity","Status","Delegation","URL","Honorific","PersonID","Affiliation","AffiliationStatus","CoPlatitude","CoPlongitude","Latitude","Longitude","GeoPrecision","Distance","Party","Observer","Female","Male","DelegationCOW","Delegation_ISO"
"CoP13",2004,"Bangkok (Thailand)","Parties","Czech Republic","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","10127785868295619165715312478","Embassy of the Czech Republic Ruam Rudee Soi Ploenchit BANKGOK Thailand","KeptOriginal",13.7524938,100.4935089,"13.75","100.49","city","0.469602270722705",1,0,0,1,316,"CZE"
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Earth Island Institute (U.S.A.)","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","44112881260086206312663562025","San Francisco, California, United States","City",26.1223084,-80.1433786,"37.79","-122.41","city","4153.88466786702",0,1,0,1,NA,NA
"CoP4",1983,"Gaborone (Botswana)","Parties","Zimbabwe","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","57053791989487209594845661561","Department of National Parks and Wild Life Management Causeway Harare","KeptOriginal",-24.6581357,25.9088474,"-18.36","21.84","city","816.919406121347",1,0,0,1,552,"ZWE"
"CoP12",2002,"Santiago (Chile)","Parties","New Zealand","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","59358102827516692029729957538","Wellington, Wellington, New Zealand","City",-33.4377756,-70.6504502,"-41.3","174.8","state_province","9348.82388253064",1,0,0,1,920,"NZL"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Sweden","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","28564723490887524049204954091","Swedeich Board of Fisheries SE GÖTEBORG","KeptOriginal",52.0799838,4.3113461,"57.71","11.97","city","793.8207510599",1,0,0,1,380,"SWE"
"CoP6",1987,"Ottawa (Canada)","Parties","Australia","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Parties.pdf","NA","12504890628501055035507496958","Western Australia, Australia","State",45.4208777,-75.6901106,"-25.2","121.0","state_province","17316.283663836",1,0,0,1,900,"AUS"
"CoP5",1985,"Buenos Aires (Argentina)","Parties","Madagascar","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Parties.pdf","NA","17220410467342268770602543252","Direction des eaux et forêts Antananarivo","KeptOriginal",-34.6083696,-58.4440583,"34.02","-6.84","city","9331.38269758137",1,0,0,1,580,"MDG"
"CoP14",2007,"The Hague (the Netherlands)","Observers","United Nations Environment Programme","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","59034632672232277203928983566","Nairobi, Nairobi County, Kenya","City",52.0799838,4.3113461,"-1.29","36.82","city","6668.94081365026",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Observers","Japan Fisheries Association","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","44068027610361882284739863722","Minato, Japan","City",13.7524938,100.4935089,"35.66","139.75","city","4607.60270463776",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","United States of America","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","73612738544345858117944334407","Traverse Ft Washington MD United States of America","KeptOriginal",13.7524938,100.4935089,"38.74","-77.0","city","14172.3683886142",1,0,1,0,2,"USA"
"CoP6",1987,"Ottawa (Canada)","Observers","World Wildlife Fund (U.S.A.)","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Observers.pdf","NA","53262958369649858582008750084","Washington, District of Columbia, United States","City",45.4208777,-75.6901106,"38.9","-77.04","city","733.543951197506",0,1,0,1,NA,NA
"CoP15",2010,"Doha (Qatar)","Observers","Wildlife Conservation Society","https://cites.org/sites/default/files/common/cop/15/cop15_participants_observers.pdf","NA","52178097530572962676989678185","New York, New York, United States","City",25.2856329,51.5264162,"40.71","-74.01","city","10772.4793500611",0,1,1,0,NA,NA
"CoP4",1983,"Gaborone (Botswana)","Parties","United Kingdom","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","52648170513135635934724375071","Hong Kong, Kowloon, China","City",-24.6581357,25.9088474,"22.34","114.18","city","10858.8136854634",1,0,0,1,200,"GBR"
"CoP9",1994,"Fort Lauderdale (United States of America)","Parties","Republic of Korea","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","5172464927661273039030601126","Ministry of Environment","KeptOriginal",26.1223084,-80.1433786,"-12.1","-77.07","city","4263.11226512411",1,0,0,1,732,"KOR"
"CoP16",2013,"Bangkok (Thailand)","Parties","United States of America","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","26117976439400197434568479930","Arlington, Virginia, United States","City",13.7524938,100.4935089,"38.88","-77.09","city","14157.2320084123",1,0,0,1,2,"USA"
"CoP4",1983,"Gaborone (Botswana)","Parties","Mozambique","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","75763564247813251315608159223","Maputo, Zona Sul, Mozambique","City",-24.6581357,25.9088474,"-25.97","32.57","city","685.178425731988",1,0,0,1,541,"MOZ"
"CoP8",1992,"Kyoto (Japan)","Parties","Kenya","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","25618546037091479346642132858","Nairobi, Nairobi County, Kenya","City",35.0115754,135.7681441,"-1.29","36.82","city","10904.2090144013",1,0,0,1,501,"KEN"
"CoP11",2000,"Gigiri (Kenya)","Parties","Ghana","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","67401779399197266857367321923","CITES Scientific Authority Institute of Renewable Natural Resources University of Science and Technology KUMASI","KeptOriginal",-1.2325029,36.8072952,"41.88","-88.07","city","12910.2109497322",1,0,0,1,452,"GHA"
"CoP7",1989,"Lausanne (Switzerland)","Observers","International Fur Trade Federation","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","26865007614645131483969318329","Montreal, Quebec, Canada","City",46.5218269,6.6327025,"45.5","-73.57","city","5910.7687520174",0,1,0,1,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Observers","Ifaw - International Fund for Animal Welfare","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","77219339880195173923018748260","Greater London, England, United Kingdom","City",52.0799838,4.3113461,"51.51","-0.13","city","311.891043707002",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Observers","Unep World Conservation Monitoring Centre","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","17485592972331744415792454527","Cambridge, England, United Kingdom","City",-33.4377756,-70.6504502,"52.21","0.12","city","11729.7865661664",0,1,0,1,NA,NA
"CoP9",1994,"Fort Lauderdale (United States of America)","Parties","New Zealand","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","70921040543563740881764992178","Martinborough Community, Wellington, New Zealand","KeptOriginal",26.1223084,-80.1433786,"-41.38","175.45","city","13043.3147913856",1,0,0,1,920,"NZL"
"CoP13",2004,"Bangkok (Thailand)","Parties","Ghana","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","52154316159650686569636126971","Forestry Commission Mb ACRA","KeptOriginal",13.7524938,100.4935089,"55.55","13.22","city","8580.169456618",1,0,0,1,452,"GHA"
"CoP7",1989,"Lausanne (Switzerland)","Observers","European Economic Communities","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","18067720904570629494809005441","Brussels, Brussels-Capital, Belgium","City",46.5218269,6.6327025,"50.85","4.35","city","509.543559366654",0,1,0,1,NA,NA
"CoP10",1997,"Harare (Zimbabwe)","Parties","Zambia","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","23462213818557559913335979546","National Parks and Wildlife Services Private Bag CHILANGA","KeptOriginal",-17.8567035,31.0601584,"-29.69","152.93","city","11846.8085597458",1,0,0,1,551,"ZMB"
"CoP8",1992,"Kyoto (Japan)","Observers","Singapore Reptile Skin Trade Association","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","50726578378393414492404471886","Singapore, Singapore","City",35.0115754,135.7681441,"1.36","103.82","city","4992.14403122364",0,1,0,1,NA,NA
"CoP15",2010,"Doha (Qatar)","Observers","Royal Society for the Prevention of Cruelty To Animals","https://cites.org/sites/default/files/common/cop/15/cop15_participants_observers.pdf","NA","78108805914763517969231894843","Horsham, England, United Kingdom","City",25.2856329,51.5264162,"51.06","-0.33","city","5215.51791108356",0,1,0,1,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","Brazil","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","8517785571818145543805618523","Qrsa BI Ap BRASILIA","KeptOriginal",52.0799838,4.3113461,"-15.8","-47.92","city","9065.10029583772",1,0,0,1,140,"BRA"
"CoP15",2010,"Doha (Qatar)","Parties","Indonesia","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","3739066822380672017931751037","Doha, Qatar","City",25.2856329,51.5264162,"25.29","51.53","city","0.604675549195918",1,0,0,1,850,"IDN"
"CoP4",1983,"Gaborone (Botswana)","Observers","United Nations Environment Programme","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","7777731762921470605890011032","Nairobi, Nairobi County, Kenya","City",-24.6581357,25.9088474,"-1.29","36.82","city","2850.75472549908",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","Malaysia","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","8620186474742990054025760808","Bangkok, Thailand","City",13.7524938,100.4935089,"13.75","100.49","city","0.469602270722705",1,0,0,1,820,"MYS"
"CoP4",1983,"Gaborone (Botswana)","Parties","Botswana","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","29975081281308379591367103488","Gaborone, Botswana","City",-24.6581357,25.9088474,"-24.66","25.91","city","0.237781725448292",1,0,0,1,571,"BWA"
"CoP14",2007,"The Hague (the Netherlands)","Observers","Ifaw - International Fund for Animal Welfare","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","28995592599113698306983087192","Nairobi, Nairobi County, Kenya","City",52.0799838,4.3113461,"-1.29","36.82","city","6668.94081365026",0,1,0,1,NA,NA
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Iucn – the World Conservation Union","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","77951097121299046496126214321","Msunduzi Local Municipality, KwaZulu-Natal, South Africa","City",26.1223084,-80.1433786,"-29.6","30.38","city","13278.6639249522",0,1,0,1,NA,NA
"CoP10",1997,"Harare (Zimbabwe)","Parties","Bolivia","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","9317651059186581685054747480","La Paz, La Paz, Bolivia","City",-17.8567035,31.0601584,"-16.5","-68.13","city","10381.5311560194",1,0,0,1,145,"BOL"
"CoP15",2010,"Doha (Qatar)","Parties","Tanzania, United Republic of","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","4358275070714578985256611233","Dar es-Salaam, Coastal Zone, Tanzania","City",25.2856329,51.5264162,"-6.82","39.28","city","3807.85890894399",1,0,1,0,510,"TZA"
"CoP6",1987,"Ottawa (Canada)","Observers","International Union for Conservation of Nature and Natural Resources","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Observers.pdf","NA","70958627979780150602397009741","Washington, District of Columbia, United States","City",45.4208777,-75.6901106,"38.9","-77.04","city","733.543951197506",0,1,1,0,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Observers","Wildaid","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","4256777318733791554118685152","Delray Beach, Florida, United States","City",13.7524938,100.4935089,"26.46","-80.07","city","15543.2465019859",0,1,1,0,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","Botswana","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","67506402387545414015958743817","Gaborone, Botswana","City",13.7524938,100.4935089,"-24.66","25.91","city","9141.7663162721",1,0,0,1,571,"BWA"
"CoP11",2000,"Gigiri (Kenya)","Observers","Caribbean Conservation Corporation","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","38401373391090054641918563237","Gainesville, Florida, United States","City",-1.2325029,36.8072952,"29.65","-82.32","city","12864.5594434909",0,1,0,1,NA,NA
"CoP7",1989,"Lausanne (Switzerland)","Observers","Fondation Franz Weber (Suisse)","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","28845557286712369175477549186","Montreux, Vaud, Switzerland","City",46.5218269,6.6327025,"46.43","6.91","city","23.5615684094361",0,1,1,0,NA,NA
"CoP10",1997,"Harare (Zimbabwe)","Observers","Earth Summit Watch (Kenya)","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","48956975357436321318697399890","Ouagadougou, Centre, Burkina Faso","City",-17.8567035,31.0601584,"12.37","-1.53","city","4908.05820926899",0,1,0,1,NA,NA
"CoP2",1979,"San José (Costa Rica)","Observers","Fur Conservation Institute of America","https://cites.org/sites/default/files/eng/cop/02/E02-List-of-participants-Observers.pdf","NA","45716116148181447714396942059","New York, New York, United States","City",9.9325427,-84.0795782,"40.71","-74.01","city","3562.90238335679",0,1,0,1,NA,NA
"CoP8",1992,"Kyoto (Japan)","Observers","Singapore Reptile Skin Trade Association","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","34169565770663604236391540251","Singapore, Singapore","City",35.0115754,135.7681441,"1.36","103.82","city","4992.14403122364",0,1,1,0,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","Turkey","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","10047934700476259973919822484","Agricultural Engineer Ministry of Food Agriculture and Livestock G da Tar m ve Hayvanc l k Bakanligi General Directorate of Fisheries and Aquaculture Bal kç l k ve Su Ürünleri Genel Müdürlügü Eskisehir Yolu Km LODUMLU","KeptOriginal",13.7524938,100.4935089,"39.92","32.85","city","7133.90058900657",1,0,0,1,640,"TUR"
"CoP7",1989,"Lausanne (Switzerland)","Parties","Switzerland","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","24315686097191440631679436148","Bern, Bern, Switzerland","City",46.5218269,6.6327025,"46.95","7.45","city","78.3971584282021",1,0,0,1,225,"CHE"
"CoP16",2013,"Bangkok (Thailand)","Parties","Thailand","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","26397300344298097002530991282","Bangkok, Thailand","City",13.7524938,100.4935089,"13.75","100.49","city","0.469602270722705",1,0,0,1,800,"THA"
"CoP16",2013,"Bangkok (Thailand)","Observers","Environmental Investigation Agency","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","32456078305497934730061580225","Stow, Massachusetts, United States","City",13.7524938,100.4935089,"42.44","-71.51","city","13713.4727865761",0,1,0,1,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Observers","World Trade Organization","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","40270835151269874823436887696","Brussels, Brussels-Capital, Belgium","City",-1.2325029,36.8072952,"50.85","4.35","city","6553.89601185167",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Observers","Wildaid","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","49345878350471316223558254584","WildAid GLACIER VIEW LONGMONT CO United States of America","KeptOriginal",13.7524938,100.4935089,"40.07","-105.16","city","13469.3178774887",0,1,0,1,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","Latvia","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","19238084222850579782885111827","Riga, Latvia","City",52.0799838,4.3113461,"56.95","24.11","city","1381.6138156144",1,0,0,1,367,"LVA"
"CoP15",2010,"Doha (Qatar)","Observers","Iisd Earth Negotiation Bulletin","https://cites.org/sites/default/files/common/cop/15/cop15_participants_observers.pdf","NA","67994304986651325552406812427","New York, New York, United States","City",25.2856329,51.5264162,"40.71","-74.01","city","10772.4793500611",0,1,1,0,NA,NA
